id,slug,name,gruppe,filter,kategorie,typ,klasse,ziel,grund
2cea8d91-84b6-2ad3-2a81-0dfc3c572628,f05_pt_141_bremelanotide,PT-141 (Bremelanotide),peptide,ohne_zuordnung,ohne_zuordnung,,c_eigener_stoff,,keine Kombinationssignale und kein belegter Zielstoff im sichtbaren Katalog
b67e3665-f9d4-3c3a-dca2-e7d8da094407,f05_saizen,Saizen,peptide,wachstumshormon,wachstumshormon,,c_eigener_stoff,,keine Kombinationssignale und kein belegter Zielstoff im sichtbaren Katalog
04cd39ce-5715-f417-758a-3a21608c81f3,f05_somatrogon,Somatrogon,peptide,wachstumshormon,wachstumshormon,,c_eigener_stoff,,keine Kombinationssignale und kein belegter Zielstoff im sichtbaren Katalog
209e79ee-48a7-abbc-442f-195e69a8cee2,f05_tb_500_thymosin_beta_4,TB-500 (Thymosin Beta-4),peptide,ohne_zuordnung,ohne_zuordnung,,c_eigener_stoff,,keine Kombinationssignale und kein belegter Zielstoff im sichtbaren Katalog
826ca5b5-2e54-29b6-93ab-05d6dae693c3,f05_7_keto_dhea,7-Keto DHEA,supplement,longevity,longevity,,c_eigener_stoff,,keine Kombinationssignale und kein belegter Zielstoff im sichtbaren Katalog
4ad533b0-ed30-0d13-3853-9e398c564618,f05_9_me_bc,9-Me-BC,supplement,nootropika,nootropika,,c_eigener_stoff,,keine Kombinationssignale und kein belegter Zielstoff im sichtbaren Katalog
b056f259-f8de-9ee0-90f0-6f949651c6d3,f05_andrographis,Andrographis,supplement,botanicals,botanicals,,c_eigener_stoff,,keine Kombinationssignale und kein belegter Zielstoff im sichtbaren Katalog
3d5d4bee-d40d-f11d-cc2f-c5e2f451d53c,f05_aniracetam,Aniracetam,supplement,nootropika,nootropika,,c_eigener_stoff,,keine Kombinationssignale und kein belegter Zielstoff im sichtbaren Katalog
c999d5cb-b685-3e43-6651-1ea28581a113,f05_apigenin_cd38_inhibitor,Apigenin (CD38 Inhibitor),supplement,longevity,longevity,,c_eigener_stoff,,keine Kombinationssignale und kein belegter Zielstoff im sichtbaren Katalog
2f25010b-14ed-4bbc-0877-502aab3166e9,f05_ashwagandha,Ashwagandha,supplement,adaptogene,adaptogene,,a_handelsname,Ashwagandha (KSM-66),kuratierte Handels-/Trivialnamen-Zuordnung
8f76e123-0571-7cf1-7a7d-25c937b0190b,f05_ashwagandha_sensoril,Ashwagandha (Sensoril),supplement,adaptogene,adaptogene,,a_handelsname,Ashwagandha (KSM-66),kuratierte Handels-/Trivialnamen-Zuordnung
0dabf3e1-732c-0e35-5a19-88358a785ce6,f05_bacopa_monnieri,Bacopa Monnieri,supplement,adaptogene,adaptogene,,a_handelsname,Bacopa monnieri (standardized bacosides),kuratierte Handels-/Trivialnamen-Zuordnung
5632acf1-e89a-03e0-40b9-844355f8ff8d,f05_black_cohosh,Black Cohosh,supplement,botanicals,botanicals,,c_eigener_stoff,,keine Kombinationssignale und kein belegter Zielstoff im sichtbaren Katalog
3ffd707c-446f-1cf6-7f19-63c72ee86dae,f05_black_maca,Black Maca,supplement,adaptogene,adaptogene,,c_eigener_stoff,,keine Kombinationssignale und kein belegter Zielstoff im sichtbaren Katalog
764be858-8477-340a-07ff-722e998df460,f05_black_seed_oil_nigella,Black Seed Oil (Nigella),supplement,botanicals,botanicals,,c_eigener_stoff,,keine Kombinationssignale und kein belegter Zielstoff im sichtbaren Katalog
f7e02f42-a06c-dc4a-ff55-ddf423fd4d27,f05_black_walnut_hull,Black Walnut Hull,supplement,botanicals,botanicals,,c_eigener_stoff,,keine Kombinationssignale und kein belegter Zielstoff im sichtbaren Katalog
5f566e28-f6d6-8552-4624-2120cfc264cc,f05_butcher_s_broom,Butcher's Broom,supplement,botanicals,botanicals,,c_eigener_stoff,,keine Kombinationssignale und kein belegter Zielstoff im sichtbaren Katalog
cc184a4f-0a05-eb16-b095-ae0727b9d761,f05_c60_carbon_60,C60 (Carbon 60),supplement,longevity,longevity,,c_eigener_stoff,,keine Kombinationssignale und kein belegter Zielstoff im sichtbaren Katalog
21c601d6-e5ff-f9ce-7624-a39ba95f0971,f05_caffeine,Caffeine,supplement,sportnahrung,sportnahrung,,a_handelsname,Caffeine,gleichnamiger sichtbarer Eintrag vorhanden
ddbe4d71-b5ab-7986-f4f5-0d6bba624b1f,f05_calcium,Calcium,supplement,mineralstoffe,mineralstoffe,,a_handelsname,Calcium,gleichnamiger sichtbarer Eintrag vorhanden
5a9dbf3f-3955-e1f9-b77a-fc84e4e2813e,f05_cats_claw,Cats Claw,supplement,botanicals,botanicals,,c_eigener_stoff,,keine Kombinationssignale und kein belegter Zielstoff im sichtbaren Katalog
b694eedc-1787-4926-58eb-70214e743791,f05_cayenne_pepper_extract,Cayenne Pepper Extract,supplement,botanicals,botanicals,,c_eigener_stoff,,keine Kombinationssignale und kein belegter Zielstoff im sichtbaren Katalog
6edb80f8-0c04-9e94-2bd6-c3de3cd6a860,f05_centrophenoxine,Centrophenoxine,supplement,nootropika,nootropika,,c_eigener_stoff,,keine Kombinationssignale und kein belegter Zielstoff im sichtbaren Katalog
b41eecda-f111-8d92-58bd-c5ccdfdb7d11,f05_chaga_mushroom,Chaga Mushroom,supplement,adaptogene,adaptogene,,c_eigener_stoff,,keine Kombinationssignale und kein belegter Zielstoff im sichtbaren Katalog
b0db41b4-d518-e77d-7501-b720625340e7,f05_choline_stack_alpha_gpc_cdp,Choline Stack (Alpha-GPC+CDP),supplement,nootropika,nootropika,,b_kombination,,Name nennt Stack/Mix/Kombination
d949492b-8dea-5dfe-8b25-ce4197b8da8e,f05_cistanche,Cistanche,supplement,botanicals,botanicals,,c_eigener_stoff,,keine Kombinationssignale und kein belegter Zielstoff im sichtbaren Katalog
e640f732-bd66-6f06-551e-4fe8b9c02a4b,f05_clove_extract,Clove Extract,supplement,botanicals,botanicals,,c_eigener_stoff,,keine Kombinationssignale und kein belegter Zielstoff im sichtbaren Katalog
b4dace78-3aba-0d30-5afb-5fb918bf53d5,f05_coluracetam,Coluracetam,supplement,nootropika,nootropika,,c_eigener_stoff,,keine Kombinationssignale und kein belegter Zielstoff im sichtbaren Katalog
b7204ee5-7b1a-c47f-4fde-2b1813565ad9,f05_copper,Copper,supplement,mineralstoffe,mineralstoffe,,c_eigener_stoff,,keine Kombinationssignale und kein belegter Zielstoff im sichtbaren Katalog
ab2b7633-0897-d590-8393-a99f643ed736,f05_coq10_ubiquinol,CoQ10 Ubiquinol,supplement,longevity,longevity,,c_eigener_stoff,,keine Kombinationssignale und kein belegter Zielstoff im sichtbaren Katalog
e150f786-fc6c-f5af-ec4a-ac98c9c34c35,f05_coq10_ubiquinone,CoQ10 Ubiquinone,supplement,longevity,longevity,,c_eigener_stoff,,keine Kombinationssignale und kein belegter Zielstoff im sichtbaren Katalog
1f24d8c2-1b21-f253-de08-72771eca61fd,f05_cordyceps_mushroom,Cordyceps Mushroom,supplement,adaptogene,adaptogene,,c_eigener_stoff,,keine Kombinationssignale und kein belegter Zielstoff im sichtbaren Katalog
9389d94c-fac8-3c78-9c42-4524342b50a7,f05_dgl_licorice_deglycyrrhizinated,DGL Licorice (Deglycyrrhizinated),supplement,botanicals,botanicals,,c_eigener_stoff,,keine Kombinationssignale und kein belegter Zielstoff im sichtbaren Katalog
2c7d713f-1fd3-468b-2959-192e6ce60d4b,f05_dhea_dehydroepiandrosterone,DHEA (Dehydroepiandrosterone),supplement,longevity,longevity,,c_eigener_stoff,,keine Kombinationssignale und kein belegter Zielstoff im sichtbaren Katalog
9e50e636-d269-31ea-1be2-d08fd437bcec,f05_dong_quai,Dong Quai,supplement,botanicals,botanicals,,c_eigener_stoff,,keine Kombinationssignale und kein belegter Zielstoff im sichtbaren Katalog
fcd3db6e-874a-2f08-1ffb-07f2d7471305,f05_ergothioneine,Ergothioneine,supplement,longevity,longevity,,c_eigener_stoff,,keine Kombinationssignale und kein belegter Zielstoff im sichtbaren Katalog
f8a12a35-fb1f-58fd-0116-bc1b4f605e53,f05_f_phenibut,F-Phenibut,supplement,nootropika,nootropika,,c_eigener_stoff,,keine Kombinationssignale und kein belegter Zielstoff im sichtbaren Katalog
b66e8845-2b8d-19de-ed2d-391c65eb54ce,f05_fadogia_agrestis,Fadogia Agrestis,supplement,botanicals,botanicals,,c_eigener_stoff,,keine Kombinationssignale und kein belegter Zielstoff im sichtbaren Katalog
045a90fe-2b8b-806f-8a85-720abf6c3461,f05_fasoracetam,Fasoracetam,supplement,nootropika,nootropika,,c_eigener_stoff,,keine Kombinationssignale und kein belegter Zielstoff im sichtbaren Katalog
8e2f7f40-7f15-ea80-ad70-cbfc60a2db87,f05_fennel_seed,Fennel Seed,supplement,botanicals,botanicals,,c_eigener_stoff,,keine Kombinationssignale und kein belegter Zielstoff im sichtbaren Katalog
8acd5836-df8e-34dc-1357-7360067e30eb,f05_ginger_root_extract,Ginger Root Extract,supplement,botanicals,botanicals,,c_eigener_stoff,,keine Kombinationssignale und kein belegter Zielstoff im sichtbaren Katalog
49d4b52d-eca2-968c-7fd8-652e81c65b37,f05_ginkgo_biloba,Ginkgo Biloba,supplement,botanicals,botanicals,,c_eigener_stoff,,keine Kombinationssignale und kein belegter Zielstoff im sichtbaren Katalog
25eee78e-9927-38ee-df63-a0a9ca64065d,f05_glutathione_precursors_nac_glycine,Glutathione Precursors (NAC+Glycine),supplement,longevity,longevity,,b_kombination,,Name nennt Stack/Mix/Kombination
b886f770-5f55-ca84-3e30-0f36fe861d75,f05_goldenseal,Goldenseal,supplement,botanicals,botanicals,,c_eigener_stoff,,keine Kombinationssignale und kein belegter Zielstoff im sichtbaren Katalog
32d302c5-92e3-604d-6447-cc11cc624974,f05_gotu_kola,Gotu Kola,supplement,adaptogene,adaptogene,,c_eigener_stoff,,keine Kombinationssignale und kein belegter Zielstoff im sichtbaren Katalog
4e02da84-4db6-5ff3-77dc-c164b4f52f6d,f05_grapefruit_seed_extract,Grapefruit Seed Extract,supplement,botanicals,botanicals,,c_eigener_stoff,,keine Kombinationssignale und kein belegter Zielstoff im sichtbaren Katalog
e3eae205-74c2-f4e6-ae43-e83962eff498,f05_gynostemma_jiaogulan,Gynostemma (Jiaogulan),supplement,longevity,longevity,,c_eigener_stoff,,keine Kombinationssignale und kein belegter Zielstoff im sichtbaren Katalog
c0607421-b349-2366-07b5-f7edfc8ed6f3,f05_hawthorn_berry,Hawthorn Berry,supplement,botanicals,botanicals,,c_eigener_stoff,,keine Kombinationssignale und kein belegter Zielstoff im sichtbaren Katalog
e63720c9-4ca9-4290-255a-cab82ce545e0,f05_he_shou_wu_fo_ti,He Shou Wu (Fo-Ti),supplement,botanicals,botanicals,,c_eigener_stoff,,keine Kombinationssignale und kein belegter Zielstoff im sichtbaren Katalog
62a56955-db47-994e-d85a-de936d701be0,f05_holy_basil_tulsi,Holy Basil (Tulsi),supplement,adaptogene,adaptogene,,c_eigener_stoff,,keine Kombinationssignale und kein belegter Zielstoff im sichtbaren Katalog
e1414be5-694c-01c0-44d0-74ece7144314,f05_horse_chestnut,Horse Chestnut,supplement,botanicals,botanicals,,c_eigener_stoff,,keine Kombinationssignale und kein belegter Zielstoff im sichtbaren Katalog
9d36304d-32be-0346-9cea-8de6eceb0f67,f05_idebenone,Idebenone,supplement,nootropika,nootropika,,c_eigener_stoff,,keine Kombinationssignale und kein belegter Zielstoff im sichtbaren Katalog
c4a5da7c-23ae-0eab-61a9-1429d8c2fb5e,f05_iodine,Iodine,supplement,mineralstoffe,mineralstoffe,,c_eigener_stoff,,keine Kombinationssignale und kein belegter Zielstoff im sichtbaren Katalog
b080a064-bd2a-bdbf-608b-144a2bbe08f3,f05_iron,Iron,supplement,mineralstoffe,mineralstoffe,,a_handelsname,Iron,gleichnamiger sichtbarer Eintrag vorhanden
3c0c8ab2-0096-aec8-d65e-12c43c653432,f05_l_carnosine,L-Carnosine,supplement,longevity,longevity,,c_eigener_stoff,,keine Kombinationssignale und kein belegter Zielstoff im sichtbaren Katalog
a8d0e2fb-554a-e47f-09d4-0bd5b42e187f,f05_licorice_root_full,Licorice Root (Full),supplement,botanicals,botanicals,,c_eigener_stoff,,keine Kombinationssignale und kein belegter Zielstoff im sichtbaren Katalog
a1225b0c-15af-611a-2a1b-54408937291c,f05_lions_mane_mushroom,Lions Mane Mushroom,supplement,adaptogene,adaptogene,,c_eigener_stoff,,keine Kombinationssignale und kein belegter Zielstoff im sichtbaren Katalog
dc0471c2-94b6-fc57-6f42-d8d7b7b70950,f05_lycopene,Lycopene,supplement,longevity,longevity,,c_eigener_stoff,,keine Kombinationssignale und kein belegter Zielstoff im sichtbaren Katalog
f17a6c2c-4944-5c2d-05b5-8445b0360acb,f05_maca_root,Maca Root,supplement,adaptogene,adaptogene,,c_eigener_stoff,,keine Kombinationssignale und kein belegter Zielstoff im sichtbaren Katalog
8ae68afb-a634-1a79-2b62-7a35edf7b999,f05_magnesium,Magnesium,supplement,mineralstoffe,mineralstoffe,,a_handelsname,Magnesium,gleichnamiger sichtbarer Eintrag vorhanden
e434b549-21e9-20d3-c0c9-e34d70565d1c,f05_marshmallow_root,Marshmallow Root,supplement,botanicals,botanicals,,c_eigener_stoff,,keine Kombinationssignale und kein belegter Zielstoff im sichtbaren Katalog
d8687880-ed2c-95cf-0057-a4510d9fe48d,f05_melatonin_high_dose_longevity,Melatonin (High Dose Longevity),supplement,longevity,longevity,,c_eigener_stoff,,keine Kombinationssignale und kein belegter Zielstoff im sichtbaren Katalog
a657eb2d-b2d1-52af-9034-925964ab325d,f05_methylene_blue_low_dose,Methylene Blue (Low Dose),supplement,longevity,longevity,,c_eigener_stoff,,keine Kombinationssignale und kein belegter Zielstoff im sichtbaren Katalog
c644bebf-8e67-0e20-5c4d-9561552464f2,f05_mind_lab_pro_stack,Mind Lab Pro Stack,supplement,nootropika,nootropika,,b_kombination,,Name nennt Stack/Mix/Kombination
32cef12a-839f-a470-75e2-f6eac252b85a,f05_mitochondrial_support_complex,Mitochondrial Support Complex,supplement,longevity,longevity,,c_eigener_stoff,,keine Kombinationssignale und kein belegter Zielstoff im sichtbaren Katalog
d27cb766-9546-af96-3ce7-31513a982a41,f05_modafinil_alternative_adrafinil,Modafinil Alternative (Adrafinil),supplement,nootropika,nootropika,,c_eigener_stoff,,keine Kombinationssignale und kein belegter Zielstoff im sichtbaren Katalog
8fca3270-bc40-eb3f-befb-7d531827ab30,f05_motherwort,Motherwort,supplement,botanicals,botanicals,,c_eigener_stoff,,keine Kombinationssignale und kein belegter Zielstoff im sichtbaren Katalog
b5d27cb7-0667-2a08-7959-19cbb2d24414,f05_mucuna_pruriens_l_dopa,Mucuna Pruriens (L-DOPA),supplement,adaptogene,adaptogene,,c_eigener_stoff,,keine Kombinationssignale und kein belegter Zielstoff im sichtbaren Katalog
10c32f50-e112-8086-f3f4-1d1a131bb599,f05_mullein_leaf,Mullein Leaf,supplement,botanicals,botanicals,,c_eigener_stoff,,keine Kombinationssignale und kein belegter Zielstoff im sichtbaren Katalog
004c8917-6e26-dafe-5de8-9febf703c784,f05_nac,NAC,supplement,longevity,longevity,,c_eigener_stoff,,keine Kombinationssignale und kein belegter Zielstoff im sichtbaren Katalog
821d4cf5-2c2a-d22f-4148-0d621923f8a7,f05_nadh_reduced_nad,NADH (Reduced NAD),supplement,longevity,longevity,,c_eigener_stoff,,keine Kombinationssignale und kein belegter Zielstoff im sichtbaren Katalog
7d548847-ad28-edc4-6cb7-e525c9372d3d,f05_nettle_root_saw_palmetto,Nettle Root + Saw Palmetto,supplement,botanicals,botanicals,,b_kombination,,Name nennt Stack/Mix/Kombination
8504b1a6-3399-ea15-075f-ded158ba8052,f05_neuromaster_coffee_fruit,Neuromaster (Coffee Fruit),supplement,nootropika,nootropika,,c_eigener_stoff,,keine Kombinationssignale und kein belegter Zielstoff im sichtbaren Katalog
398326d9-2393-3335-ac83-879223ef4604,f05_nicotinamide_niacinamide,Nicotinamide (Niacinamide),supplement,longevity,longevity,,c_eigener_stoff,,keine Kombinationssignale und kein belegter Zielstoff im sichtbaren Katalog
1c15a829-9274-22e8-2551-4d9eb06cbbb2,f05_nmn_nicotinamide_mononucleotide,NMN (Nicotinamide Mononucleotide),supplement,longevity,longevity,,c_eigener_stoff,,keine Kombinationssignale und kein belegter Zielstoff im sichtbaren Katalog
f5285d01-0224-a9ba-3dc0-b28a78942d2b,f05_noopept,Noopept,supplement,nootropika,nootropika,,c_eigener_stoff,,keine Kombinationssignale und kein belegter Zielstoff im sichtbaren Katalog
5567c2d0-5a69-3bc1-2044-0128dde9497d,f05_nr_nicotinamide_riboside,NR (Nicotinamide Riboside),supplement,longevity,longevity,,c_eigener_stoff,,keine Kombinationssignale und kein belegter Zielstoff im sichtbaren Katalog
23ddd975-0206-6f05-53e1-fe9bc043fb47,f05_nsi_189,NSI-189,supplement,nootropika,nootropika,,c_eigener_stoff,,keine Kombinationssignale und kein belegter Zielstoff im sichtbaren Katalog
7d6122ed-c2bb-3a4a-d359-bd0b784d7f8e,f05_oregon_grape_root,Oregon Grape Root,supplement,botanicals,botanicals,,c_eigener_stoff,,keine Kombinationssignale und kein belegter Zielstoff im sichtbaren Katalog
6d45f29d-20fd-18bc-736a-351ceac86917,f05_oxiracetam,Oxiracetam,supplement,nootropika,nootropika,,c_eigener_stoff,,keine Kombinationssignale und kein belegter Zielstoff im sichtbaren Katalog
cfa6ee9f-0c76-25d1-668d-752dbe5a7d96,f05_panax_ginseng_korean_red,Panax Ginseng (Korean Red),supplement,adaptogene,adaptogene,,c_eigener_stoff,,keine Kombinationssignale und kein belegter Zielstoff im sichtbaren Katalog
e33ce122-7233-9522-4a6b-db1c5f0e7a40,f05_pelargonium_umckaloabo,Pelargonium (Umckaloabo),supplement,botanicals,botanicals,,c_eigener_stoff,,keine Kombinationssignale und kein belegter Zielstoff im sichtbaren Katalog
95de05f8-80f7-97ee-fc75-ed2f70b7bb95,f05_peppermint_oil_enteric,Peppermint Oil (Enteric),supplement,botanicals,botanicals,,c_eigener_stoff,,keine Kombinationssignale und kein belegter Zielstoff im sichtbaren Katalog
d14bc7c0-a8d9-d045-44a4-a5194afef283,f05_phenylpiracetam,Phenylpiracetam,supplement,nootropika,nootropika,,c_eigener_stoff,,keine Kombinationssignale und kein belegter Zielstoff im sichtbaren Katalog
1c7c91bc-69f6-3866-0448-8c758f0f32df,f05_pine_pollen,Pine Pollen,supplement,botanicals,botanicals,,c_eigener_stoff,,keine Kombinationssignale und kein belegter Zielstoff im sichtbaren Katalog
4b799669-13bf-0105-1430-7ee4d4ae16c8,f05_piracetam,Piracetam,supplement,nootropika,nootropika,,c_eigener_stoff,,keine Kombinationssignale und kein belegter Zielstoff im sichtbaren Katalog
3189607c-deaa-be56-259b-b070cd975350,f05_polygala_tenuifolia,Polygala Tenuifolia,supplement,nootropika,nootropika,,c_eigener_stoff,,keine Kombinationssignale und kein belegter Zielstoff im sichtbaren Katalog
13a9b0af-5874-5d6a-0439-6e97e5bed9f9,f05_potassium,Potassium,supplement,mineralstoffe,mineralstoffe,,c_eigener_stoff,,keine Kombinationssignale und kein belegter Zielstoff im sichtbaren Katalog
812a8d1f-0f6d-c13d-8572-f70d3361a792,f05_pqq_pyrroloquinoline_quinone,PQQ (Pyrroloquinoline Quinone),supplement,longevity,longevity,,c_eigener_stoff,,keine Kombinationssignale und kein belegter Zielstoff im sichtbaren Katalog
a918c150-5937-4a5c-3963-2ad86db94326,f05_pramiracetam,Pramiracetam,supplement,nootropika,nootropika,,c_eigener_stoff,,keine Kombinationssignale und kein belegter Zielstoff im sichtbaren Katalog
5c08e001-8fae-aa85-a5c2-302949f95251,f05_pygeum,Pygeum,supplement,botanicals,botanicals,,c_eigener_stoff,,keine Kombinationssignale und kein belegter Zielstoff im sichtbaren Katalog
2de3df0b-f95f-adb0-ed07-2d1dcdb4287e,f05_r_lipoic_acid,R-Lipoic Acid,supplement,longevity,longevity,,c_eigener_stoff,,keine Kombinationssignale und kein belegter Zielstoff im sichtbaren Katalog
eaa43f36-95a5-ec17-8241-be03ec01e2f3,f05_racetam_stack_piracetam_aniracetam,Racetam Stack (Piracetam+Aniracetam),supplement,nootropika,nootropika,,b_kombination,,Name nennt Stack/Mix/Kombination
71e5ca89-90b8-751b-088d-ed3f0f84abf8,f05_red_clover,Red Clover,supplement,botanicals,botanicals,,c_eigener_stoff,,keine Kombinationssignale und kein belegter Zielstoff im sichtbaren Katalog
062aee33-bdc5-85cc-0855-993aa5fc147c,f05_reishi_mushroom,Reishi Mushroom,supplement,adaptogene,adaptogene,,c_eigener_stoff,,keine Kombinationssignale und kein belegter Zielstoff im sichtbaren Katalog
4c642bdd-4b1e-d21a-8573-a0d628a9e847,f05_rhodiola_rosea_3_rosavins,Rhodiola Rosea (3% Rosavins),supplement,adaptogene,adaptogene,,c_eigener_stoff,,keine Kombinationssignale und kein belegter Zielstoff im sichtbaren Katalog
dd1f9448-8eff-1673-e71e-3e1abe1a6ac8,f05_sabroxy_oroxylum,Sabroxy (Oroxylum),supplement,nootropika,nootropika,,c_eigener_stoff,,keine Kombinationssignale und kein belegter Zielstoff im sichtbaren Katalog
61d9125c-2a09-8a06-7c35-7f63d4be74ad,f05_schisandra_berry,Schisandra Berry,supplement,adaptogene,adaptogene,,c_eigener_stoff,,keine Kombinationssignale und kein belegter Zielstoff im sichtbaren Katalog
3127b388-12a0-462f-56bf-061f54f29912,f05_selenium,Selenium,supplement,mineralstoffe,mineralstoffe,,c_eigener_stoff,,keine Kombinationssignale und kein belegter Zielstoff im sichtbaren Katalog
4bc2ff12-01ab-f6eb-9ca6-e015e6334713,f05_senolytic_support_fisetin_quercetin,Senolytic Support (Fisetin + Quercetin),supplement,longevity,longevity,,b_kombination,,Name nennt Stack/Mix/Kombination
21deccc3-1b57-f72e-db97-fed271aae485,f05_shatavari,Shatavari,supplement,botanicals,botanicals,,c_eigener_stoff,,keine Kombinationssignale und kein belegter Zielstoff im sichtbaren Katalog
3c6e7b9d-fc4c-0786-c39d-5e97cebf21a9,f05_shilajit_purified,Shilajit (Purified),supplement,adaptogene,adaptogene,,c_eigener_stoff,,keine Kombinationssignale und kein belegter Zielstoff im sichtbaren Katalog
c7f4013b-3322-6e34-3d8d-678ca851203b,f05_siberian_ginseng_eleuthero,Siberian Ginseng (Eleuthero),supplement,adaptogene,adaptogene,,c_eigener_stoff,,keine Kombinationssignale und kein belegter Zielstoff im sichtbaren Katalog
9634d64c-a82a-e30d-12d9-1751ce4913b3,f05_slippery_elm_bark,Slippery Elm Bark,supplement,botanicals,botanicals,,c_eigener_stoff,,keine Kombinationssignale und kein belegter Zielstoff im sichtbaren Katalog
08531f07-bccc-08b7-d1ee-8fb9627402aa,f05_st_johns_wort,St Johns Wort,supplement,botanicals,botanicals,,c_eigener_stoff,,keine Kombinationssignale und kein belegter Zielstoff im sichtbaren Katalog
6cd830d2-727f-cd61-e8fb-013850d622dd,f05_sulbutiamine,Sulbutiamine,supplement,nootropika,nootropika,,c_eigener_stoff,,keine Kombinationssignale und kein belegter Zielstoff im sichtbaren Katalog
726fff52-58c8-790a-0888-3178a8738e93,f05_sulforaphane_broccoli_extract,Sulforaphane (Broccoli Extract),supplement,longevity,longevity,,c_eigener_stoff,,keine Kombinationssignale und kein belegter Zielstoff im sichtbaren Katalog
2ecf8d88-3066-a458-9cfd-fac1edc08e51,f05_taurine_longevity,Taurine (Longevity),supplement,longevity,longevity,,c_eigener_stoff,,keine Kombinationssignale und kein belegter Zielstoff im sichtbaren Katalog
1592b97b-3836-97eb-979d-2762f2478515,f05_teacrine_theacrine,TeaCrine (Theacrine),supplement,nootropika,nootropika,,c_eigener_stoff,,keine Kombinationssignale und kein belegter Zielstoff im sichtbaren Katalog
28632a09-e216-f02d-22da-561b1a45367d,f05_theobromine,Theobromine,supplement,nootropika,nootropika,,c_eigener_stoff,,keine Kombinationssignale und kein belegter Zielstoff im sichtbaren Katalog
f23f529a-2224-948d-471d-75c86d4a516c,f05_tongkat_ali,Tongkat Ali,supplement,botanicals,botanicals,,a_handelsname,Tongkat Ali,gleichnamiger sichtbarer Eintrag vorhanden
504c39cf-627e-5714-dfe0-83d27f796cb1,f05_trans_resveratrol_micronized,Trans-Resveratrol (Micronized),supplement,longevity,longevity,,c_eigener_stoff,,keine Kombinationssignale und kein belegter Zielstoff im sichtbaren Katalog
53f67d50-8a54-1591-43e5-5ce85bb42c83,f05_tribulus_fenugreek,Tribulus + Fenugreek,supplement,botanicals,botanicals,,b_kombination,,Name nennt Stack/Mix/Kombination
de8f3152-2877-8f79-81ee-fb120db64f56,f05_triphala,Triphala,supplement,botanicals,botanicals,,c_eigener_stoff,,keine Kombinationssignale und kein belegter Zielstoff im sichtbaren Katalog
838c0f68-2141-1fca-7318-6076585bfa8c,f05_turkey_tail_mushroom,Turkey Tail Mushroom,supplement,adaptogene,adaptogene,,c_eigener_stoff,,keine Kombinationssignale und kein belegter Zielstoff im sichtbaren Katalog
4b8395ec-0498-d578-0418-92888520a0ec,f05_uridine_monophosphate,Uridine Monophosphate,supplement,nootropika,nootropika,,c_eigener_stoff,,keine Kombinationssignale und kein belegter Zielstoff im sichtbaren Katalog
68d5e257-0d93-b6e9-2306-be7d3fe152a6,f05_urolithin_a,Urolithin A,supplement,longevity,longevity,,c_eigener_stoff,,keine Kombinationssignale und kein belegter Zielstoff im sichtbaren Katalog
8ca192b7-0d01-17b3-f507-22a23600919b,f05_vinpocetine,Vinpocetine,supplement,nootropika,nootropika,,c_eigener_stoff,,keine Kombinationssignale und kein belegter Zielstoff im sichtbaren Katalog
0ce4f855-6146-c7be-257a-8ba364204a7d,f05_vitamin_b12,Vitamin B12,supplement,vitamine,vitamine,,a_handelsname,Vitamin B12,gleichnamiger sichtbarer Eintrag vorhanden
9893f736-09f3-db08-977a-e641ff9cca5e,f05_vitamin_b6,Vitamin B6,supplement,vitamine,vitamine,,a_handelsname,Vitamin B6,gleichnamiger sichtbarer Eintrag vorhanden
4e99609a-ee67-461b-2a45-7c575bbb91f2,f05_vitamin_c,Vitamin C,supplement,vitamine,vitamine,,a_handelsname,Vitamin C,gleichnamiger sichtbarer Eintrag vorhanden
f124a7a6-a486-d9e4-31e4-a72ad416677b,f05_vitamin_d3,Vitamin D3,supplement,vitamine,vitamine,,a_handelsname,Vitamin D3,gleichnamiger sichtbarer Eintrag vorhanden
f1b009d2-57a5-3f68-4c13-1aa70a75ddd0,f05_vitamin_e,Vitamin E,supplement,vitamine,vitamine,,a_handelsname,Vitamin E,gleichnamiger sichtbarer Eintrag vorhanden
73cf99ef-5e5c-6993-4f17-1f00f8f097b4,f05_vitamin_k2_mk_7,Vitamin K2 (MK-7),supplement,vitamine,vitamine,,a_handelsname,Vitamin K2 (MK-7),gleichnamiger sichtbarer Eintrag vorhanden
235143da-1878-49f7-59cc-a23bbf3e97bf,f05_vitex_chasteberry,Vitex (Chasteberry),supplement,botanicals,botanicals,,c_eigener_stoff,,keine Kombinationssignale und kein belegter Zielstoff im sichtbaren Katalog
d435821f-f523-b43a-9e14-bda2aef45ec9,f05_whey_protein,Whey Protein,supplement,protein_aminos,protein_aminos,,a_handelsname,Whey Protein,gleichnamiger sichtbarer Eintrag vorhanden
21bcc559-e28e-2e1d-9bd4-afaaf3eef279,f05_wild_yam,Wild Yam,supplement,botanicals,botanicals,,c_eigener_stoff,,keine Kombinationssignale und kein belegter Zielstoff im sichtbaren Katalog
57493378-041f-e8c0-9a7a-3a61ad84295f,f05_wormwood,Wormwood,supplement,botanicals,botanicals,,c_eigener_stoff,,keine Kombinationssignale und kein belegter Zielstoff im sichtbaren Katalog
0542da15-4921-08b4-f06e-713484c0fa59,f05_zinc,Zinc,supplement,mineralstoffe,mineralstoffe,,a_handelsname,Zinc,gleichnamiger sichtbarer Eintrag vorhanden
